FOLDERNAME,LANGUAGE,PHOTONAME,UNIQUEPHOTO,PHOTOTEXT,NAMESMENTIONED,COUNTRIESMENTIONED,URL,COPYRIGHT
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0051,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0051,ATE RAM Pal 2 TANZAN FOR RM USE ONLY DECLASSIFIED ority NND 969000 Dar es Salaam A-333 Page 2 CONFIDENTIAL It is difficult to tell from here in Dar whether there is any substance behind Mondlanes remarks. We have received reports that there is a genuine feeling of optimism among FRELIMO officialdom about the reports from Tete but we have received even more reports of internal dissention and problems Such reports cannot help but raise the suspicion tittethe March 25 press conference was to some extent an effort to raise spirits and give pause to would-be defectors. The threat of an intra-party election which might unseat Mondlane seems to have passed but his standing received a blow the weekend whose ultimate effects are still unclear. In an effort to expose and clear racially motivated dissidents out of the Mozambique Institute a FRELIMO-run school for refugees just outside Dar Mondlane issued an order concurred in by Second Vice President KAWAWA closing the school. order was countermanded however while the students were en route to rural camps where they would presumably be rehabilitated through sunshine and physical labor. The Minister of State in the Second Vice Presidents Office to have issued the countermand and with th sec sa MaNA is sade President Kawawa away visiting Njombe and Mbeya Districts there was no one to whom the question could be appealed. Kawawa returned March 27 and immediately overruled Sijaona thus reaffirming Mondlanes right to run his own party. Though Mondlane seems to have won this round the opposition to him while sparked among the students by an African Catholic priest named GUENJERE is based on several deeper factors. First is Mondlane himself. He is an urbane educated man who by background and training has little in common with the FRELIMO rank and file. His style of living far from opulent by Western standards grates on some of his eat better than we do. His superior manner airs and the fact his wife is an American Caucasian are also annoying to many among membera be annanted members do othere and machoot the FRELIMO members of Tanzanian officialdom. Leadership is from the South while the bulk of the partys membership and fighting strength is from northern Mozambique. Although FRELIMO is running perhaps the most active and successful liberation campaign of any of the Dar-based refugee organizations tune of observer caredeete site collapse sent ally a stalemate. there is no Stalemates breed frustration and defections reason to believe FRELIMO can escape such problems. CONFIDENTIAL 89/1/L 7 10d NYZNVI,Mondlane; Mondlane; Mondlane; KAWAWA; Kawawa; Kawawa; Sijaona; Mondlane; Mondlane; Mondlane,Mozambique; Mozambique,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0045,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0045,DECLASSIFIED hority NND 969000 Sal 2 TANZAN FOR RM USE ONLY Dar es Salaam A-340 CONFIDENTIAL Page 2 though official notice was given that they would were halted and if voluntary registration and requests for resume when resettlement should cease. The drive against unlicensed sidewalk food sellers was also toned down; after articles appeared the party press pointing out that the ordinary worker depends on them for his lunch the Chairman of the Dar City Council announced that food hawkers would only be cleared off streets downtown. Equal leniency was shown in the campaign against unlicensed drivers and uninsured cars. The checks began three days after the announced date and many people were let off with warnings. A gentle note was also apparent in the effort to make sure all leaders comply with the requirements of the Arusha Declaration. Last month there was a public controversy between the Local Government Service Commission and the Ministry of Local Government and Rural Development as to the exact date of the deadline for the submission of leaders financial status forms. The Ministry which seemed to have prevailed said the date was March 5 while the Commission maintained it was March 31. A Government statement appeared March 29 saying the deadline A petition to declare vacant the warliamentary seat of the one remaining delinquent M.P. A.S. Mtaki goes to court April 6. The Government was giving out as well as asking for licenses and certificates during the week. President Nyerere gave diplomas March 28 to the first four doctors trained in and on April 3 five Tanzanian law graduates were The doctors were trained at sworn in as resident magistrates Training Center an installation the Ministry of Healths Medical which is due to become the medical faculty of Dar es Salaams University College. There is some fear that this change in status might cause a change in the Centers emphasis on practical Tanzania-oriented medical training but the Presidents address to the graduates indicated that he at least hoped this would Minister of Information for Government Indoenstio Other high-level speechmaking included a plea by join in Tanzanias revolution Officers to and an address by Second Vice President Kawawa to an audience in Kilimanjaro Region. called on his listeners to move from overpopulated areas join co-ops and to eschew non-African customs such as using lipstick and hair-straightener. He did not attempt to square his statements with the anti-Masai costume campaign. 1/1/68 POL 2 TANZAN CONFIDENTIAL,Nyerere; Kawawa,,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0079,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0079,DECLASSIFIED pority ND 969000 LAl 2 TANZAN FOR RM USE ONLY ited by Dar es Salaam A-312 CONFIDENTIAL Page 4 generation the Standard observed will have to be ready to abide by the rules unconditionally. are being asked to file similar records; there is no deadline for submission. REACTION TO SALISBURY EXECUTIONS Press coverage during the week gave extensive attention to the last minute legal maneuvers and the execution of the three African freedom fighters who were hanged in Salisbury The Nationalist rose to new heights of rhetoric threatening fascist Ian SMITH and his coward cold white devils with bloody retribution a life for a life. Harold WILSON and his Government were. flayed in the same editorial; We have had enough of [your jokes and lies. It added the interesting observation on the Labour Party right out of a familiar doctrine that it has been confirmed to us beyond any doubt that called social democrats are always renegades and trecherous (sic) to any sensible human cause. Their historical role is to doublecross the Bradishlest and betty huntuits to he standard can The Standard called The Nationalists coverage of the executions was also distinguished by a verbatim transcript of a Moscow news broadcast which described in eye-witness fashion how the three unfortunates died before a firing squad. RELATIONS WITH ZAMBIA GROW CLOSER In sharp contrast to the bitter hatred expressed the Smith regime and the white settlers of Rhodesia gave almost daily evidence of furthering its friendly relations with Zambia. Early in the week a Double Taxation Agreement was signed in Dar es Salaam. In addition to the customary provisions it provides for taxation of profits on a proportional basis for residents of either country who are engaged in overland transportation in either one. Zambias high-powered official who is to coordinate and supervise all Zambian economic matters in Dar es Salaam Saul CHIPWAYA attended a conference on transport problems which resulted in acceptance by the local authorities of some unspecified procedures which should speed up the transit of Zambia cargoes. CONFIDENTIAL 1/1/68 POL 2 TANZAN,,Rhodesia; Zambia; Zambia; Zambia; Zambia,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0092,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0092,ZAN DECLASSIFIED lority NND 969000 CONFIDENTIAL Dar es Salaam A-292 Page 6 a strict no comment line. Radio Tanzania aired a cussion of the Masai question during which listeners were d that American Indians (who are called red according the radio because they daub themselves with mud like the sai) have no hope of progress and are kept as amusements Conditions in the southeastern district of Masasi roduced a good candidate for the Which Government Release Ya Read department. The District Rural Development officer produced a glowing report of progress and prosperity but local education officials said they might have the schools because no one is paying tuition fees. BURNS THING 1/1/68 POL 2 TÂNZAN CONFIDENTIAL,,India,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0086,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0086,DECLASSIFIED nority NND 969000 DEPARTMENT OF AIRGRAM IRGRAM CONFIDENTIAL partment of State Ral 2 TANZAN FOR RM USE ONLY ACTION 6F5 FOR RM USE ONLY EUR HANDLING INDICATOR RECEIVED 5 生 INR 3 lO 윤 AID 了 RS/AN ANALYSIS BRANCH DATE; February 16 1968 COM jo LAB し XMB FRE TAR FROM; Amembassy DAR ES SALAAM SUBJECT; A Thin Week in Tanzania February 9-15 1968 AIR 208 REF CIA 70 USIA 10 NAVY 3 L NSA 3 1 /AN-meS-T In a week studded with non-events and un-happenings President NYEREREs renewed plans to visit West Africa provided the most interest. Politically-tinged labor problems were noted at Communist Chinas largest industrial aid project and there were indications NUTA was becoming more and more of a sweetheart outfit. Foreign investment news was good but the fuss over Masai customs ruffled Kenyan-Tanzanian relations. ** ** This was a week that wasnt. So little happened that Ngurumos lead story on February 15 concerned a report that an airplane had crashed at Dars airport. Reporters the story continued rushed out and discovered it was only a fire Internal politics moved calmly toward the March 2 Arusha Declaration divestment of conflicting interests deadline. Second Vice President KAWAWA and two cabinet members Bhoke PM 19 1968 FEB COPYFLO-PBR politicians by the Declaration. Three more Oscar KAMBONA associates have been transferred or fired from politically sensitive jobs brought back from London so they could see for themselves bed three Tanzanian students that Kambonas Group 3 - Downgraded at 12-year intervals; not automatically declassified. FOR DEPT. USE ONLY FORM D5-12100 Drafted by POL; GBRoberts; LP 2-16-68 Contents and Classification Approved by; AMB; JHBurns (in draft ECON; JCCurran 89/1/1 7 mod,NYERERE; KAWAWA,China; Kenya,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0090,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0090,Pal 2 TANZAN FOR RM USE ONLY DECLASSIFIED nority NND 969000 CONFIDENTIAL Dar es Salaam A-292 Page 5 countries at the unsation titant needed delegation world and the composition to the forthcoming O.A.U. Ministerial Meeting was announced February 12. The uproar over the sartorial state of the Masai began to affect Tanzanias relations with its near neighbors. said he was on February 8 a Kenyan Masai M.P. John KEEN $ the East thinking about showing up at the next meeting African Legislative Assembly of which he is a member in beaded bare-bottomed and mud-daubed regalia. continued to denounce Nationalists Pressman howevet NYERERE joined them on Masai backwardness and President February 10 when he said rather artfully that the Government had a duty to help the Masai progress. A group of Tanzanians in Kenya aligned themselves with the Presidents view day and denounced Keens and other Kenyan politicians interference in Tanzanian affairs. The Asian exodus from Kenya is not being duplicated in Tanzania and there were no reports this week of cuts in the road to Zambia. A Zambian Industrial and Commercial Association delegation arrived during and there was a brief public flurry over whether Ugandan students at Dars University College did or did not demand that elections be held back home. FRELIMO claimed it had killed 25 Portuguese in Niassa District in December and freed 52 prisoners at Chi conono. Tanzania expelled two British girls who had been working at FRELIMOs Mozambique Institute here in Dar because they had no work permits. decision at Kampala filling their pagla by With so little going on the papers had a hard time The Standard dusted off last Decembers the East and Central African summit to hold their next meeting in Dar and turned it into their February 13 lead story; All papers gave prominent coverage and Uhuru used the Pueblo as to the fall of Lang Vet broad-guaged attack on the U.S and jumping-off point for a an the Puerks incident and ran its usual ration of Soviet Ngurumo printed straight North Korean propaganda output but it also gave good play to news of the A.I.D. park roads loan to Tanzania. The Standard reported statements by Sir Charles NEWBOLD Chief Justice of the East African Court of Appeal that brutal beatings were taking place on Zanzibar. The Standard also tried its hand at military reporting by running a non-story about seven Piaggio training planes which have been in use by the Tanzanian Armys Air Wing for the past several months. The London Daily Telegraphs report about missiles in Tanzania was duly repeated in the Standard (whose story it really was) but Tanzanian defense spokesmen CONFIDENTIAL 1/1/68 POL 2 TANZAN,NYERERE,Kenya; Kenya; Kenya; Kenya; Zambia; Zambia; Uganda; Mozambique; Korea,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0084,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0084,DECLASSIFIED nority NND 969000 Pal 2 TANZAN FOR RM USE ONLY Dar es Salaam A-300 Page 4 CONFIDENTIAL Dar es Salaam as a Zam-Tan Economic Coordinator seemed to be a step in the right direction as did the teams announce- ment that a Zambia-Tanzania economic coordination body would be formed. however as to just what the relationship will be between chipwayer and the body. trade team also urged Tanzanians to do more about exploiting Zambia as a market even though trade statistics eight months of 1967 indicate Tanzanian exports to Zambia amounted to $11200000 and imports were only $331268. Improvements in transportation links particularly the Great North Road will be needed if this trade is to increase. Relations with more distant parts of the world were characterized by visitors and aid donations. The biggest aid item was a West German gift of $61320 worth of vehicles and scientific equipment for use in animal research but bigger news play went to a Soviet gift of $10500 worth of magnetic variation measuring equipment. The Soviet move created a more than usual amount of interest in Dars already missile-happy communityoviet pediatrician from The visitors included a 14-man Iranian trade team a the League of Red Cross Societies and an Anglican bishop interested in setting up a Department of Religious Studies at Dars University The Chinese medical study team continued its up- statements On February 21 the Government announced that President TITOs Special Representative E. KARDELJ would pay an official visit to Tanzania February 25 to March 1. With NYERERE away he will presumably spend most of his time with Second Vice President KAWAWA. India has agreed to the extradition of two accused swindlers sought by Tanzania and Associate Justice Potter STEWART left on February 19 after a five-day visit. New York Post financial columnist Sylvia PORTER had an unsatisfying hour-long session with Finance calendar on Jamals office wall could not have dispelled Miss Porters concern. Despite this encounter the Embassy has a report that none other than Minister for Lands BABU supposedly ridiculed during a recent cabinet meeting Tanzania should get all its aid from socialist the idea that Bark said Parave anted out that all the money untries New York London Paris and Bonn. CONFIDENTIAL POL 2 1/1/68 TANZAN,NYERERE; KAWAWA; Jamal,Zambia; Zambia; Zambia; India,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0053,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0053,AM Dal 2 TANAN FOR RM USE ONLY DECLASSIFIED writy NND 969000 Dar es Salaam A-333 CONFIDENTIAL Page 4 to arrive next week with another 150 scheduled to follow shortly. The current talks are also said to be covering the exact organization of the company formed last July supervise and control the planning of the railroad project. There was some local wondering however at London that Zambia was still interested in Western participation in the Zambian portion of the railroad. Zambias Minister of G. Mwila in town for the talks with the Chinese denounced the reports as misleading and malicious. Meanwhile the Tan-Zam highway continued to be rough and muddy conditions which should be especially obvious to the new Zambian economic coordinator in Dar whose effort conditions March 28. 1/1/68 POL 2 冰米*米* Equal Obligations for the Poor. Leaders compliance with the requirements of the Arusha Declaration ceased to make headlines although there was a story about the Attorney- Generals asking the High Court to declare a vacancy in the parliamentary seat now occupied by A. S. MTAKI who has yet to file his financial status form. There was also a press report that all Regional Commissioners had divested themselves of forbidden holdings. Official efforts to make the poor observe current standards of civic virtue however made news. There was a big drive in Dar es Salaam during the week against bicycle-owners and street hawkers who had not taken out licenses the Coast Regional Commissioner warned that another round-up of the citys unemployed would begin next month. drive was halted according to official explanations no arrangements tractents had been de en set tie those rostitegion with food crops already planted. Its in a fertile area about 25 miles west of Morogoro town along the Central Line Railway but this time of year the place is mostly mud and what roads there are are impassable. Unemployment and non-payment of license fees were schoolmarmish editorials trottepage story despering the mayor of Dar es Salaam stopping his Benzi (Mercedes) ordering that a pedlars unauthorized sidewalk stall be torn down. Ngurumo tongue firmly planted CONFIDENTIAL TANZAN,,Zambia; Zambia; Zambia; Zambia,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0047,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0047,CAl 2 TANIAN FOR RM USE ONLY DECLASSIFIED sority NND 969000 Dar es Salaam A- 340 CONFIDENTIAL Page 4 veekend. The two African countries decided to set up a joint Tan-Zam authority to handle the planning of the railroad. authority will have six members; a Zambian chairman a Tanzanian and the Principal Secretaries of the two countries! Ministries of Finance and Communications. Nothing has yet emerged from the meetings with the Chinese except for fulsome public statements of mutual esteem. Meanwhile rain-caused mud and roaring rivers continued to plague the Tan-Zam Highway. Zambias new Dar-based shipping Saul Chipwaya was stopped by mud between Mbeya and tringa for several days but was finally able to complete his trip by road to Dar es Sas the had tour to road between Trina and Mbeya very pyreble but the same day word was received that the highway had been washed out at the Great Ruaha River. Tanzanias director of roads is considering flying in a Bailey Bridge as a temporary repair. Problems with the road were not interfering with Zambian traffic alone; rice shipments from Tukuyu District to Dar were also halted with the result rice was becoming scarce in the capitals stores. These transport problems probably figured as important items among the subjects discussed by Presidents Nyerere and Kaunda at Abercorn April 2 or 3 though there was some speculation that they might also have talked about Zambias air defense problems. Earlier in the week President Nyerere went to Nairobi to meet with the other two East African heads of state meeting as the East African Authority. The three Presidents appointed Tanzanias H. E. Sarwatt as Chairman of the East African Legislative Assembly and approved $1 610000 in appropriations for supplemental Less harmonious East African developments included complaints the Communaty from Arusha businessmen about inconsistent application of the new transfer tax rules and a public statement by the Bank of Tanzania that nobody in Tanzania had to accept Kenyan and Ugandan shilling notes. The Bank did say nowever that banks will continue to exchange them for Tanzanian East African Secretariat officials in NaiToba pleaded for tolerance from the angry Arusha merchants. 1/1/68 POL TANZAN CONFIDENTIAL,Nyerere; Kaunda; Nyerere,Zambia; Zambia; Zambia; Zambia; Kenya; Uganda,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0127,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0127,DECLASSIFIED Authority NND 969000 Dar es Salaam A-245 Page 6 CONFIDENTIAL District. There is some unpublicized doubt that the land was plowed early enough and whether wheat will grow in all sections of the tract. Other bearish news included a January 17 announcement by the Ministry of Agriculture that a pyrethrum glut meant that the price paid farmers would be cut more than two-thirds and the Wigglesworth Hard Fibers Reports news that 1967 was the worst year ever for sisal growers. News that John MALECELA Tanzanias Ambassador to the U.N. and anti-imperialist gadfly was going to be sent to Addis Ababa was a cheerful development. The Govern- ment made it clear through the columns of the Nationalist January 18 that it favored the Rwandan position in the current controversy between Kigali and Kinshasa over the disposition of the ex-mercenaries. The continued presence in Dar of Austin OKWU Biafran Representative to East and Central Africa and his ability to give press conferences and public speeches indicated that Tanzanias neutrality in the Nigerian conflict was still biased toward the secessionists. A less meaty foreign affairs development was the Governments fierce statement on January 13 that if British suppliers did not reduce their prices to reflect sterling devaluation Tanzania would take measures. There are indications that the Government has huffed and puffed without having any clear idea of what it should do if prices dont fall and it is plain that British suppliers would have gotten the message much more clearly if it had been transmitted in the form of a few cancelled orders. Despite the continuing strains over the devaluation question the new East African Community proceeded with plans to move its headquarters to Arusha by March 15. S. S. RASHID was appointed by President Nyerere to be Third Deputy Minister lof the Community and E. A. MAYISELA Sir Ernest VASEY Sir Amar MAINI were announced as Tanzanian Ugandan members respectively of the Communitys Tribunal. E.C.A.s Robert GARDINER visited the Communitys headquarters at Arusha January 17. The East Germans provided the weeks grandest visitors when they sent a Rear Admiral and a Secretary of State to the Zanzibar Revolution Day no Naval Review festivities. (There was but there was an awfully good canoe race.) The Nordic countries made do with the resident Swedish Chargé when the signing ceremony was held January 17 for an agreement to extend Scandinavian support for the Nordic Center at Kibaha until December 1969. After that date Tanzania will take over CONFIDENTIAL 1/1/68 POL 2 TANZAN,MALECELA; Nyerere,Rwanda; Biafra; Nigeria; Uganda,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0133,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0133,DECLASSIFIED Authority NND 969000 Dar es Salaam A-228 Page 4 CONFIDENTIAL conversion to liberal Western democratic traditions made little or no impression an inspiring speech in the same tradition by President Nyerere to Dars diplomats at his annual New Years Day reception did. Expanding on the theme that the attainment of human rights had to come before peace and that at some point both peace and human rights were closely interlinked the President made an earnest plea for justice before peace. He remarked that as long as peaceful routes to change remained those roads should be used. He could imagine circum- stances however in which all peaceful roads could be closed. He did not and could not advocate violence but he could see some cases where it is the only alternative and where international action is necessary. However he laid great stress on the fact that if this path is followed no state or group of states can make another group really free. emphasized that freedom can only come through the will of a them but they cannot make group of people to be tree their brothers truly Others can assist them and aid Such attempts merely replace one domination with another albeit more enlightened domination. While it was clear that what the President had to say accorded with the ideas he has often expressed about the war in Vietnam the speech was couched in general terms could have just as well been applicable to the problems of southern Africa about which the President is also deeply concerned. As if to confirm this the following day an editorial in the party paper Uhuru echoed the same theme. And while it was it was also critical of British inaction in Rhodesia and critical of U.S. action in Vietnamfor the first time of the French in supplying armaments to South Africa. Parliament begins in Tanzania next week with a heavy schedule facing the members. including representative CHOGGA from Iringa -- have to be discussed; 100 questions answered; and numerous other details taken care of. While MPs ANANGISYE and HANGA are still in detention they remain Members of Parliament although there is little Likelihood they will take their seats in the next session. They can be removed by the President -- Hangas loss of his membershio in Zanzibars Revolutionary Council did not take away his seat -- or they can fall by the wayside after missing three consecutive Parliamentary sessions. This will happen to Anangisye after the next session is completed. This week CONFIDENTIAL 1/1/68 POL 2 TANZAN,Nyerere; CHOGGA; ANANGISYE; Anangisye,Vietnam; Rhodesia; Vietnam; South Africa,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0132,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0132,DECLASSIFIED Authority NND 969.000 Dar es Salaam A-228 Page 3 CONFIDENTIAL charged him with using the cente oathon teached that he bad su salted Neere went to Musoma in 1962 when he stepped down as Prime Minister to reorganize TANU and in 1964 when he left Dar es Salaam in the face of an Army mutiny. Kambonas claims as exaggerate or overdraw Nyereres purported might be expected in each of these cases and overstress Kambonas personal weakness role as his Only during the Army mutiny can amonasrotecte considered to have been of maor significance and even then as Minister of Defense he was not without responsibility for the episode the control of the Government He claims that in 1964 he had every opportunity to take over i the fiftinee fand iat that e the Bing both the ry ha the position came in and put the mutiny down at Nyereres request. Kambonas statement produced an immediate reaction throughout the Government and even in advance of his London press conference Government spokesmen promised that when the press conference results were in there would be plenty said in Dar es Salaam about Oscar in rebuttal. Some talked of releasing the extensive material now in the Governments hands about Oscars financial position. This might prove embarrassing for some foreign governments as well as for the African Liberation Committee of the OAU. With Oscar breaking his silence in London there seems to be absolutely no hope that he can return to Tanzanian political life while Nyerere remains in control. It seems that those of his supporters who are not in jail will be even more closely watched than heretofore. The party Swahili language newspaper Uhuru wound up the week with a tough editorial claiming that they now know what Oscar meant when he said in London last August that there were groups of subversives in Tanzania. And Uhuru urged that the 12 million plus Tanzanians be on guard to root out those subversives who still remained. Oscars claims from London for human rights and individual liberty and for a trial for detainees contrasted sharply with his own statements when he sponsored and railroaded through the Preventive Detention Act in Parliament in 1962. Two months later Oscar told Tanzanians in an election campaign that those who stirred up trouble would be detained and forgotten about. But while Oscars sudden remarkable CONFIDENTIAL 1/1/68 POL 2 TANZAN,Nyerere; Nyerere; Nyerere,,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
